apt_name,Protein_id,coef,standardized_beta,se,t,p,R_squared,R_squared_adj,resid,CI95_lower,CI95_upper,p_adjusted,UniProt,EntrezGeneSymbol,symbol,ref_name,label
seq.10046.55,cIAP.1__seq.10046.55__ANML,0.0384401277410827,0.0172310802554366,0.0627736919383706,0.612360473856183,0.540527481583228,0.667990010393601,0.664724338364685,610,-0.0848386494574197,0.161718904939585,0.878040428312636,Q13490,BIRC2,BIRC2,BIRC2__seq.10046.55,BIRC2_1
seq.10082.251,NFL__seq.10082.251__ANML,-0.0889606373347676,-0.0525077177944516,0.079194468355435,-1.12331882746533,0.261744007042157,0.0720399248014464,0.0629124486519523,610,-0.244487529545099,0.0665662548755639,0.774696890680085,P07196,NEFL,NEFL,NEFL__seq.10082.251,NEFL
seq.10833.64,HHIP__seq.10833.64__ANML,-0.112725877924317,-0.0837894946751288,0.061704388322181,-1.82686970877555,0.0682062683543422,0.113193667347318,0.104499487615429,612,-0.233903904669544,0.0084521488209111,0.553228621096331,Q96QV1,HHIP,HHIP,HHIP__seq.10833.64,HHIP
seq.11402.17,KMT2C__seq.11402.17__ANML,0.020626359877404,0.0146924957646391,0.0677820381339646,0.304304214586143,0.761000427907603,0.0298883499863995,0.0202991079763802,607,-0.112489418755167,0.153742138509975,0.901609304604097,Q8NEZ4,KMT2C,KMT2C,KMT2C__seq.11402.17,KMT2C
seq.11536.9,MYSM1__seq.11536.9__ANML,0.207931113462934,0.130277136586871,0.0749495352759381,2.77428155754941,0.0057020289665153,0.0755078094857865,0.0663995120422968,609,0.0607401973787742,0.355122029547094,0.104062028638905,Q5VVJ2,MYSM1,MYSM1,MYSM1__seq.11536.9,MYSM1
seq.12500.88,SAE2__seq.12500.88__ANML,-0.227294247033404,-0.0685614254837534,0.120746830098112,-1.88240342913117,0.0602554350377929,0.440758928119112,0.435276172512437,612,-0.46442264267736,0.0098341486105521,0.553228621096331,Q9UBT2,UBA2,UBA2,UBA2__seq.12500.88,UBA2
seq.12501.10,TBCA__seq.12501.10__ANML,0.0570004478341164,0.0271869287627613,0.0928512453718154,0.613889965674264,0.539516155447502,0.173193233844192,0.16508728515639,612,-0.12534526534669,0.239346161014923,0.878040428312636,O75347,TBCA,TBCA,TBCA__seq.12501.10,TBCA
seq.12540.25,RHOG__seq.12540.25__ANML,-0.0563203692432265,-0.0539410348712952,0.0337345171866389,-1.66951757250977,0.0955270701028963,0.560670698054684,0.556356498690246,611,-0.122570041175206,0.0099293026887528,0.581123009792619,P84095,RHOG,RHOG,RHOG__seq.12540.25,RHOG
seq.12587.65,ARL2__seq.12587.65__ANML,-0.000194094276899,-7.52444241305009e-05,0.106666029295625,-0.0018196447189493,0.998548727336106,0.279157746473381,0.272090665556453,612,-0.209669940359406,0.209281751805608,0.998548727336106,P36404,ARL2,ARL2,ARL2__seq.12587.65,ARL2
seq.12616.45,NRBP__seq.12616.45__ANML,-0.0080368300902328,-0.0040972959695976,0.0729211224751302,-0.110212649194667,0.912277159032097,0.423791437964002,0.418095801436463,607,-0.151245152888865,0.1351714927084,0.946561311987535,Q9UHY1,NRBP1,NRBP1,NRBP1__seq.12616.45,NRBP1
