"apt_name","UniProt","symbol","label","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","acme.x","acme_p.x","p_adjusted.x","ade.x","ade_p.x","ade_p_adjusted.x","prop_m.x","prop_m_p.x","prop_m_p_adjusted.x","acme.y","acme_p.y","p_adjusted.y","ade.y","ade_p.y","ade_p_adjusted.y","prop_m.y","prop_m_p.y","prop_m_p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y"
"seq.10000.28","P43320","CRYBB2","CRYBB2",-0.0250040133359038,0.537441146661757,0.87805758094436,-0.0264757649707296,0.515634941618718,0.864908047898122,-0.0158065312417582,0.716230844094233,0.903135442490003,-0.0182604272095255,0.675833753629009,0.885018475714089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0096682392199554,0.842536472927946,0.996758856322546,NA,NA,NA,0.0151924388723541,0.828011850263779,0.997946548178037,-0.0602835236405199,0.38616833227016,0.990844561382159,-0.0470342829551941,0.53996280197339,0.90431401489373,NA,NA,NA
"seq.10001.7","P04049","RAF1","RAF1",-0.0277372765410783,0.209068682370566,0.671840269481746,-0.0298333879293043,0.177682162171797,0.636952149658865,-0.0279579875880665,0.236726918710529,0.616541614195069,-0.0303193665661942,0.200420033730244,0.578393250359754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0283326538976851,0.280741961072231,0.923471080471779,NA,NA,NA,-0.0100575827000199,0.790968224445093,0.997946548178037,-0.0565984743630559,0.120120549024138,0.908700103469204,-0.0087869611965149,0.836944432827606,0.975803185222237,NA,NA,NA
"seq.10003.15","P51814","ZNF41","ZNF41",0.0342499382908454,0.378900032015954,0.801661133223433,0.0330421651725301,0.397757496367099,0.812058718848248,-0.0190380759223377,0.647405711941076,0.875018666324812,-0.0162268021806158,0.697636079399824,0.89572415062549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401944671919753,0.38578768509817,0.952545620497478,NA,NA,NA,0.0031723968942033,0.961285779858399,0.997946548178037,0.0151468496929543,0.81993512435845,0.999428659390021,-0.0154461134465764,0.840333814491508,0.976524459813469,NA,NA,NA
"seq.10006.25","P19419","ELK1","ELK1",0.0108966260950689,0.782006054940158,0.949965972128738,0.0085811928368261,0.828158700514849,0.965205781567212,-0.030490902489979,0.468860324988437,0.789562521391763,-0.0297268818489811,0.481938483061739,0.797212045664117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0388454149379602,0.411503395507986,0.956120601645306,NA,NA,NA,0.126291332167636,0.0629133512438508,0.997946548178037,-0.0420586881726871,0.518939722760805,0.999428659390021,-0.0587321492457766,0.428612839325536,0.862832273017268,NA,NA,NA
"seq.10008.43","P43080","GUCA1A","GUCA1A",0.0537469191920059,0.167410537484034,0.631208017732861,0.0548758365882449,0.160077136592233,0.617708484777795,0.0123089166366817,0.767724708685402,0.926432748513029,0.0165834462796751,0.691241657947227,0.892853808181835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0165180405359915,0.722385109478487,0.993125376501505,NA,NA,NA,-0.0077988814982682,0.908708146797383,0.997946548178037,0.0354759091486448,0.59366453871163,0.999428659390021,0.176779424240464,0.0187334284140826,0.243022408116325,NA,NA,NA
"seq.10010.10","Q14457","BECN1","BECN1_1",0.0749933851351167,0.055114861640115,0.42850775565447,0.0800060919355075,0.0414037776041076,0.390202483629915,0.052786404365677,0.207922705200525,0.588696815929198,0.0604038061489605,0.150213026582804,0.5149655993674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105046460293784,0.0222812525810721,0.577884048578614,NA,NA,NA,0.119669938308577,0.0679134517580732,0.997946548178037,0.0921635042861184,0.160801770871827,0.944165923544231,0.0687364532519121,0.362071372418145,0.814248010193827,NA,NA,NA
"seq.10011.65","Q01968","OCRL","OCRL",0.0879236919702255,0.0118208951247604,0.272516522100884,0.0855066437201167,0.0145770908690128,0.287011099947995,-0.0436784759046501,0.243516073543747,0.623436175963619,-0.0373396559117697,0.317884908045567,0.683839882782862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074364715661264,0.078890016917237,0.79604175593799,NA,NA,NA,0.0338159371382171,0.573017267523912,0.997946548178037,0.106432792361865,0.0827508446947986,0.872145119418973,0.0760895943132128,0.25049099333042,0.721144911260433,NA,NA,NA
"seq.10012.5","O95238","SPDEF","SPDEF",-0.0117849279580858,0.769552983573007,0.949651330454239,-0.0153636014385781,0.703201695344973,0.927375878093434,-0.0505479383058537,0.240004288958186,0.620011079808647,-0.0517640015150126,0.230496393966893,0.609039954096888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0390233212261772,0.417674696216013,0.957331513962812,NA,NA,NA,-0.0148330208189038,0.829246931077454,0.997946548178037,-0.0626479505155533,0.367248651781037,0.988941085711577,0.0600130928043683,0.438811572290187,0.869864293865244,NA,NA,NA
"seq.10014.31","O43623","SNAI2","SNAI2",0.0429213964193489,0.27427005030569,0.723834015214032,0.040682583192774,0.301530780720667,0.745906496054072,-0.0356907775349332,0.394826786419377,0.744580155077702,-0.0324922221028895,0.43974562920991,0.772604833818813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0834437819547846,0.0753718090424366,0.788913259876654,NA,NA,NA,0.0494106195549932,0.473307119434838,0.997946548178037,0.0682907544909146,0.304512889582105,0.971639626621507,-0.0348243588855499,0.633946160097053,0.932183887316067,NA,NA,NA
"seq.10015.119","Q13303","KCNAB2","KCNAB2",0.0148129143158399,0.61716497723381,0.903183378695924,0.0115365519723258,0.697484757891801,0.924522645786348,-0.0491607607581977,0.120191205682108,0.473682887950409,-0.048266676034658,0.128336611784742,0.484169972476358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014337271874003,0.687617356421637,0.989123149001937,NA,NA,NA,-0.0221148650663535,0.651989519860479,0.997946548178037,-0.0055092630879684,0.916727062003688,0.999428659390021,0.080886079744712,0.147769127711677,0.594978085227077,NA,NA,NA
