apt_name,Protein_id,coef,standardized_beta,se,t,p,R_squared,R_squared_adj,resid,CI95_lower,CI95_upper,p_adjusted,UniProt,EntrezGeneSymbol,symbol,ref_name,label
seq.10000.28,CRBB2__seq.10000.28__ANML,0.0066426016320631,0.0077734350007269,0.065591118217021,0.101272882863268,0.919448470519011,0.0198096099443177,-0.0300305793805475,177,-0.122798662973907,0.136083866238034,0.994697097485535,P43320,CRYBB2,CRYBB2,CRYBB2__seq.10000.28,CRYBB2
seq.10001.7,c.Raf__seq.10001.7__ANML,-0.0345864395981258,-0.0271955914614268,0.0558625845759315,-0.61913425346645,0.536610731489765,0.67001165657436,0.653512239403078,180,-0.144816213339795,0.0756433341435432,0.994697097485535,P04049,RAF1,RAF1,RAF1__seq.10001.7,RAF1
seq.10003.15,ZNF41__seq.10003.15__ANML,-0.0265592207398226,-0.0475046937802674,0.0391867487419723,-0.677760252954476,0.498808711017074,0.172598257209363,0.130526982152211,177,-0.103892592251715,0.0507741507720694,0.994697097485535,P51814,ZNF41,ZNF41,ZNF41__seq.10003.15,ZNF41
seq.10006.25,ELK1__seq.10006.25__ANML,0.0633989164169304,0.082195086883874,0.0555761843509924,1.14075691156725,0.255512237823215,0.13665536064484,0.0927564806776289,177,-0.0462783048276402,0.173076137661501,0.994697097485535,P19419,ELK1,ELK1,ELK1__seq.10006.25,ELK1
seq.10008.43,GUC1A__seq.10008.43__ANML,-0.0063339424999274,-0.0111769678128671,0.0417715832904024,-0.15163280874208,0.879648274948629,0.0806001168573379,0.0341136059119224,178,-0.0887651866496329,0.076097301649778,0.994697097485535,P43080,GUCA1A,GUCA1A,GUCA1A__seq.10008.43,GUCA1A
seq.10010.10,BECN1__seq.10010.10__ANML,0.0678861870138925,0.127064304795636,0.0384936163319259,1.76357000154306,0.0795104931904675,0.116968495625063,0.0725702635615182,179,-0.0080734752621055,0.143845849289891,0.994697097485535,Q14457,BECN1,BECN1,BECN1__seq.10010.10,BECN1_1
seq.10011.65,OCRL__seq.10011.65__ANML,0.0294511715639943,0.0449883229383063,0.0434760742383308,0.677411014677783,0.499019801211211,0.249307894914623,0.211563599128208,179,-0.056340401972599,0.115242745100588,0.994697097485535,Q01968,OCRL,OCRL,OCRL__seq.10011.65,OCRL
seq.10012.5,SPDEF__seq.10012.5__ANML,-0.0015211669487635,-0.002994214722789,0.0376008084279982,-0.0404556979586332,0.967774663157572,0.0631334513150243,0.0162901238807756,180,-0.0757162411112978,0.0726739072137707,0.99641422879775,O95238,SPDEF,SPDEF,SPDEF__seq.10012.5,SPDEF
seq.10014.31,SLUG__seq.10014.31__ANML,0.0544109858006963,0.1203030286603,0.033370247541041,1.63052388909546,0.104749132093594,0.0734332481164481,0.0268460929938115,179,-0.011438705000675,0.120260676602068,0.994697097485535,O43623,SNAI2,SNAI2,SNAI2__seq.10014.31,SNAI2
seq.10015.119,KCAB2__seq.10015.119__ANML,0.0120377864726596,0.0163596650106332,0.0396829948372316,0.303348739731847,0.761976387885711,0.505100055350814,0.480216817910352,179,-0.0662688828707526,0.0903444558160718,0.994697097485535,Q13303,KCNAB2,KCNAB2,KCNAB2__seq.10015.119,KCNAB2
seq.10022.207,POLH__seq.10022.207__ANML,0.0558721998978829,0.0442436805189187,0.0940339976140457,0.594170207749812,0.553148470884587,0.0578735056455847,0.0105040171026253,179,-0.129685598559749,0.241429998355515,0.994697097485535,Q9Y253,POLH,POLH,POLH__seq.10022.207,POLH
seq.10023.32,VDR__seq.10023.32__ANML,0.0595340729345409,0.11997001376988,0.0367986567753745,1.61783277302613,0.107459426525628,0.064398917273825,0.0173575220529558,179,-0.0130809164383729,0.132149062307455,0.994697097485535,P11473,VDR,VDR,VDR__seq.10023.32,VDR
seq.10024.44,HOGA1__seq.10024.44__ANML,0.0404580551997073,0.0638439189628246,0.0481510493886061,0.840232055446766,0.401899187747023,0.016299013101998,-0.0331608130548848,179,-0.0545586722039982,0.135474782603413,0.994697097485535,Q86XE5,HOGA1,HOGA1,HOGA1__seq.10024.44,HOGA1
seq.10025.1,DLDH__seq.10025.1__ANML,0.0535485119438222,0.0767360067328699,0.0461152011943152,1.16119003185491,0.247102197864423,0.253099004479007,0.215753954702957,180,-0.0374474244649462,0.144544448352591,0.994697097485535,P09622,DLD,DLD,DLD__seq.10025.1,DLD_1
seq.10030.8,MutY_homolog__seq.10030.8__ANML,-0.0600325415207904,-0.0836796481262429,0.0519650284616104,-1.15524889137971,0.24951976028052,0.102654238711302,0.0577869506468675,180,-0.16257153740303,0.0425064543614492,0.994697097485535,Q9UIF7,MUTYH,MUTYH,MUTYH__seq.10030.8,MUTYH
seq.10035.6,DUS4__seq.10035.6__ANML,-0.0346680789797519,-0.0788234571700189,0.0275079871663218,-1.26029137537901,0.209204736898461,0.334504064331312,0.301043374828417,179,-0.0889497395290961,0.0196135815695924,0.994697097485535,Q13115,DUSP4,DUSP4,DUSP4__seq.10035.6,DUSP4
seq.10036.201,ZHX3__seq.10036.201__ANML,-0.0363433615507334,-0.0802711491403229,0.0332193440608905,-1.09404211847521,0.275398388277081,0.0792915630223623,0.0332561411734804,180,-0.101892795173901,0.0292060720724343,0.994697097485535,Q9H4I2,ZHX3,ZHX3,ZHX3__seq.10036.201,ZHX3
seq.10037.98,SIG12_Ig.like_V.type_2__seq.10037.98__ANML,-0.0449585747819234,-0.0469154267497917,0.0726995452066446,-0.618416176526704,0.537087149753563,0.0202783999375292,-0.0289813453170085,179,-0.188416982375999,0.098499832812152,0.994697097485535,Q96PQ1,SIGLEC12,SIGLEC12,SIGLEC12__seq.10037.98,SIGLEC12_1
seq.10039.32,PNP__seq.10039.32__ANML,-0.0287405042657786,-0.0140614918471011,0.0526377409767286,-0.546005655495074,0.585738120624095,0.886566910072165,0.880895255575773,180,-0.132606917217915,0.0751259086863582,0.994697097485535,P00491,PNP,PNP,PNP__seq.10039.32,PNP_1
seq.10040.63,P73L__seq.10040.63__ANML,0.0343620058263774,0.0339541750723175,0.0771405559788817,0.445446696492368,0.656538246139486,0.0174591892556805,-0.0322198405010548,178,-0.117865693074378,0.186589704727133,0.994697097485535,Q9H3D4,TP63,TP63,TP63__seq.10040.63,TP63
seq.10041.3,HNF4A__seq.10041.3__ANML,-0.0407834309838755,-0.0321486678532397,0.090689639631275,-0.449703308445071,0.653465449623196,0.125932355688928,0.0822289734733748,180,-0.219735023237558,0.138168161269807,0.994697097485535,P41235,HNF4A,HNF4A,HNF4A__seq.10041.3,HNF4A
seq.10042.8,SGK3__seq.10042.8__ANML,-0.0007215603830305,-0.0015893152913512,0.0303236678609047,-0.0237952871117168,0.981042404781112,0.241340440959041,0.203195546929049,179,-0.0605594189469577,0.0591162981808966,0.99641422879775,Q96BR1,SGK3,SGK3,SGK3__seq.10042.8,SGK3
seq.10043.31,BRD4__seq.10043.31__ANML,0.0057761150341041,0.0154718544747497,0.0255001344522459,0.226513120741425,0.821062265675443,0.20426898558706,0.164035394970675,178,-0.0445453629493834,0.0560975930175917,0.994697097485535,O60885,BRD4,BRD4,BRD4__seq.10043.31,BRD4
